"id","student_name_id","user_id","bs_leave_from","bs_leave_to","ad_leave_from","ad_leave_to","num_days","request_through","leave_type","reason","approving_authority","created_at","updated_at"
"177","402","2","2079-04-24","2079-05-19","2022-08-09","2022-09-04","26","call",NULL,"B Sc CSIT final exam","Janak Bhatt","2022-08-08 22:44:35","2022-09-04 21:01:56"
"178","406","2","2079-04-24","2079-05-19","2022-08-09","2022-09-04","26","call",NULL,"B Sc CSIT final exam","Janak Bhatt","2022-08-08 22:44:45","2022-09-04 21:02:26"
"179","18","2","2079-04-24","2079-04-25","2022-08-09 06:57:05","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 12:42:05","2022-08-11 12:05:28"
"180","361","2","2079-04-24","2079-05-14","2022-08-09","2022-08-30","20","call",NULL,"SSE ko gradeup exam dina gako","Manoj BudhaAyer","2022-08-09 12:57:08","2022-08-21 15:27:06"
"181","39","2","2079-04-24","2079-05-12","2022-08-09","2022-08-28","18","call",NULL,"Exam","Manoj BudhaAyer","2022-08-09 13:09:33","2022-08-21 15:56:50"
"182","40","2","2079-04-24","2079-06-23","2022-08-09 07:24:34","2022-10-09 07:24:34",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 13:09:34","2022-08-09 13:09:34"
"183","239","2","2079-04-24","2079-06-23","2022-08-09 07:25:12","2022-10-09 07:25:12",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 13:10:12","2022-08-09 13:10:12"
"184","404","2","2079-04-24","2079-06-23","2022-08-09 07:25:48","2022-10-09 07:25:48",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 13:10:48","2022-08-09 13:10:48"
"185","26","2","2079-04-24","2079-05-04","2022-08-09 07:27:16","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 13:12:16","2022-08-21 16:08:45"
"186","559","2","2079-04-24","2079-06-23","2022-08-09 07:27:41","2022-10-09 07:27:41",NULL,"none",NULL,"unknown","KP","2022-08-09 13:12:41","2022-08-09 13:12:41"
"187","91","2","2079-04-24","2079-05-04","2022-08-09 07:30:12","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 13:15:12","2022-08-21 17:13:20"
"188","237","2","2079-04-24","2079-06-23","2022-08-09 07:32:45","2022-10-09 07:32:45",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 13:17:45","2022-08-09 13:17:45"
"189","236","2","2079-04-24","2079-06-23","2022-08-09 07:32:47","2022-10-09 07:32:47",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 13:17:47","2022-08-09 13:17:47"
"190","675","2","2079-04-24","2079-06-23","2022-08-09","2022-10-09",NULL,"none",NULL,"phone no wrong xa","Manoj BudhaAyer","2022-08-09 13:42:43","2022-08-21 17:32:39"
"191","391","2","2079-04-24","2079-05-10","2022-08-09","2022-08-26",NULL,"call",NULL,"khutta katiyeko","Manoj BudhaAyer","2022-08-09 14:19:49","2022-08-21 17:25:40"
"192","633","2","2079-04-24","2079-05-14","2022-08-09","2022-08-30",NULL,"none",NULL,"Phone no wrong xa","Manoj BudhaAyer","2022-08-09 14:23:36","2022-09-01 16:53:10"
"193","264","2","2079-04-24","2079-06-23","2022-08-09 08:40:30","2022-10-09 08:40:30",NULL,"none",NULL,"unknown","itzone","2022-08-09 14:25:30","2022-08-09 14:25:30"
"194","298","2","2079-04-24","2079-05-04","2022-08-09 08:42:04","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","itzone","2022-08-09 14:27:04","2022-08-21 17:37:28"
"195","683","2","2079-04-24","2079-06-20","2022-08-09","2022-10-06","57","call",NULL,"Family Issue","Manoj BudhaAyer","2022-08-09 14:30:12","2022-08-21 17:41:13"
"196","578","2","2079-04-24","2079-04-25","2022-08-09 10:48:39","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","KP","2022-08-09 16:33:39","2022-08-11 23:16:27"
"197","765","2","2079-04-24","2079-05-04","2022-08-09 12:22:27","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:07:27","2022-08-21 15:17:10"
"198","762","2","2079-04-24","2079-05-04","2022-08-09 12:22:27","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:07:27","2022-08-21 17:48:19"
"199","753","2","2079-04-24","2079-06-23","2022-08-09 12:22:28","2022-10-09 12:22:28",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:07:28","2022-08-09 18:07:28"
"200","732","2","2079-04-24","2079-06-23","2022-08-09 12:22:28","2022-10-09 12:22:28",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:07:28","2022-08-09 18:07:28"
"201","565","2","2079-04-24","2079-05-04","2022-08-09","2022-08-20",NULL,"none",NULL,"Internship gardai","Manoj BudhaAyer","2022-08-09 18:07:29","2022-08-21 17:58:08"
"202","335","2","2079-04-24","2079-06-23","2022-08-09 12:22:30","2022-10-09 12:22:30",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:07:30","2022-08-09 18:07:30"
"203","733","2","2079-04-24","2079-05-04","2022-08-09 12:22:30","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:07:30","2022-08-21 15:15:09"
"204","723","2","2079-04-24","2079-05-04","2022-08-09 12:22:32","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:07:32","2022-08-21 15:13:26"
"206","651","2","2079-04-24","2079-05-04","2022-08-09 12:23:18","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:18","2022-08-21 18:05:28"
"207","534","2","2079-04-24","2079-06-23","2022-08-09 12:23:28","2022-10-09 12:23:28",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:28","2022-08-09 18:08:28"
"208","508","2","2079-04-24","2079-05-04","2022-08-09 12:23:29","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:29","2022-08-21 18:25:14"
"209","492","2","2079-04-24","2079-05-04","2022-08-09 12:23:30","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:30","2022-08-21 20:14:18"
"210","354","2","2079-04-24","2079-05-04","2022-08-09 12:23:31","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:31","2022-08-21 18:34:35"
"211","273","2","2079-04-24","2079-05-04","2022-08-09 12:23:36","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:36","2022-08-21 18:51:09"
"212","727","2","2079-04-24","2079-05-04","2022-08-09 12:23:37","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:37","2022-08-21 20:16:28"
"214","678","2","2079-04-24","2079-05-04","2022-08-09 12:23:38","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:38","2022-08-21 20:22:27"
"215","473","2","2079-04-24","2079-05-08","2022-08-09 12:23:39","2022-08-24 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:39","2022-08-25 22:21:36"
"216","737","2","2079-04-24","2079-05-19","2022-08-09","2022-09-04","26","none",NULL,"unknown","Janak Bhatt","2022-08-09 18:08:40","2022-09-04 23:30:22"
"217","714","2","2079-04-24","2080-01-05","2022-08-09","2023-04-18","256","call",NULL,"class nine ma napad class 10 chai padnu vandai xan ghar bata","Manoj BudhaAyer","2022-08-09 18:08:43","2022-08-21 20:44:16"
"218","699","2","2079-04-24","2079-05-04","2022-08-09 12:23:44","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:44","2022-08-21 20:58:14"
"219","516","2","2079-04-24","2079-04-25","2022-08-09 12:23:45","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:45","2022-08-11 21:44:54"
"220","496","2","2079-04-24","2079-05-04","2022-08-09 12:23:46","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:46","2022-08-21 21:07:03"
"221","414","2","2079-04-24","2079-05-10","2022-08-09","2022-08-26","16","none",NULL,"exam xa","Manoj BudhaAyer","2022-08-09 18:08:48","2022-08-21 21:12:40"
"222","448","2","2079-04-24","2079-06-23","2022-08-09","2022-10-09","61","followup",NULL,"Exam","Janak Bhatt","2022-08-09 18:08:49","2022-09-22 17:46:59"
"223","413","2","2079-04-24","2079-05-26","2022-08-09","2022-09-11","33","none",NULL,"exam xa ani teej paxi aaune","Manoj BudhaAyer","2022-08-09 18:08:50","2022-09-05 20:22:40"
"225","188","2","2079-04-24","2079-06-23","2022-08-09 12:23:51","2022-10-09 12:23:51",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:51","2022-08-09 18:08:51"
"226","27","2","2079-04-24","2079-04-25","2022-08-09 12:23:53","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:53","2022-08-11 21:48:45"
"227","773","2","2079-04-24","2079-04-23","2022-08-09 12:23:54","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:54","2022-08-10 03:21:29"
"228","726","2","2079-04-24","2079-05-04","2022-08-09 12:23:55","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:55","2022-08-21 22:54:47"
"229","719","2","2079-04-24","2079-05-05","2022-08-09 12:23:56","2022-08-21 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:56","2022-08-22 22:10:36"
"230","566","2","2079-04-24","2079-05-05","2022-08-09 12:23:57","2022-08-21 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:57","2022-08-22 22:10:37"
"231","398","2","2079-04-24","2079-05-01","2022-08-09 12:23:57","2022-08-17 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:57","2022-08-18 21:03:01"
"232","322","2","2079-04-24","2079-05-05","2022-08-09 12:23:58","2022-08-21 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:58","2022-08-22 22:14:48"
"233","271","2","2079-04-24","2079-06-23","2022-08-09 12:23:58","2022-10-09 12:23:58",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:58","2022-08-09 18:08:58"
"234","202","2","2079-04-24","2079-06-23","2022-08-09 12:23:59","2022-10-09 12:23:59",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:08:59","2022-08-09 18:08:59"
"235","772","2","2079-04-24","2079-04-25","2022-08-09 12:24:00","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:00","2022-08-11 23:24:55"
"236","769","2","2079-04-24","2079-04-25","2022-08-09 12:24:02","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:02","2022-08-11 23:24:40"
"237","764","2","2079-04-24","2079-04-25","2022-08-09 12:24:03","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:03","2022-08-11 23:25:10"
"238","763","2","2079-04-24","2079-04-25","2022-08-09 12:24:04","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:04","2022-08-11 23:23:59"
"239","745","2","2079-04-24","2079-04-25","2022-08-09 12:24:05","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:05","2022-08-11 23:24:47"
"240","738","2","2079-04-24","2079-04-23","2022-08-09 12:24:07","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:07","2022-08-10 03:21:31"
"241","728","2","2079-04-24","2079-05-04","2022-08-09 12:24:08","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:08","2022-08-21 12:08:53"
"242","707","2","2079-04-24","2079-04-23","2022-08-09 12:24:09","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:09","2022-08-10 03:28:46"
"243","706","2","2079-04-24","2079-04-23","2022-08-09 12:24:10","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:10","2022-08-10 03:21:32"
"244","704","2","2079-04-24","2079-04-23","2022-08-09 12:24:10","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:10","2022-08-10 03:21:33"
"245","703","2","2079-04-24","2079-04-23","2022-08-09 12:24:11","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:11","2022-08-10 03:21:33"
"246","684","2","2079-04-24","2079-04-24","2022-08-09 12:24:13","2022-08-09 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:13","2022-08-10 23:00:13"
"247","672","2","2079-04-24","2079-05-08","2022-08-09 12:24:14","2022-08-24 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:14","2022-08-25 22:38:24"
"248","666","2","2079-04-24","2079-05-04","2022-08-09 12:24:14","2022-08-20 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:14","2022-08-21 23:29:19"
"249","488","2","2079-04-24","2079-05-05","2022-08-09 12:24:15","2022-08-21 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:15","2022-08-22 23:17:48"
"250","407","2","2079-04-24","2079-04-23","2022-08-09 12:24:16","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:16","2022-08-09 23:21:54"
"251","37","2","2079-04-24","2079-06-23","2022-08-09 12:24:16","2022-10-09 12:24:16",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:16","2022-08-09 18:09:16"
"252","768","2","2079-04-24","2079-04-28","2022-08-09 12:24:17","2022-08-13 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:17","2022-08-14 18:52:17"
"253","740","2","2079-04-24","2079-05-08","2022-08-09","2022-08-24 00:00:00","16","none",NULL,"ghar ko kaam vayeko le.","Manoj BudhaAyer","2022-08-09 18:09:18","2022-08-25 22:48:00"
"254","710","2","2079-04-24","2079-04-25","2022-08-09 12:24:19","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:19","2022-08-11 23:23:36"
"255","709","2","2079-04-24","2079-04-25","2022-08-09 12:24:19","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:19","2022-08-11 23:23:50"
"256","708","2","2079-04-24","2079-05-08","2022-08-09 12:24:22","2022-08-24 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:22","2022-08-25 22:51:56"
"257","694","2","2079-04-24","2079-05-15","2022-08-09 12:24:23","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:23","2022-09-01 21:50:47"
"258","676","2","2079-04-24","2079-05-15","2022-08-09 12:24:23","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:23","2022-09-01 21:50:52"
"259","518","2","2079-04-24","2079-06-23","2022-08-09 12:24:24","2022-10-09 12:24:24",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:24","2022-08-09 18:09:24"
"260","498","2","2079-04-24","2079-06-23","2022-08-09 12:24:25","2022-10-09 12:24:25",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:25","2022-08-09 18:09:25"
"261","466","2","2079-04-26","2079-05-09","2022-08-11","2022-08-25","13","physical",NULL,"Exam BEed CSIT","Janak Bhatt","2022-08-09 18:09:26","2022-08-10 22:51:13"
"262","262","2","2079-04-24","2079-06-23","2022-08-09 12:24:28","2022-10-09 12:24:28",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:28","2022-08-09 18:09:28"
"263","774","2","2079-04-24","2079-05-01","2022-08-09 12:24:29","2022-08-17 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:29","2022-08-18 21:35:46"
"264","770","2","2079-04-24","2079-06-23","2022-08-09 12:24:30","2022-10-09 12:24:30",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:09:30","2022-08-09 18:09:30"
"265","751","2","2079-04-24","2079-04-30","2022-08-09 12:25:37","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:37","2022-08-16 21:47:18"
"266","750","2","2079-04-24","2079-04-30","2022-08-09 12:25:38","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:38","2022-08-16 21:47:31"
"267","748","2","2079-04-24","2079-04-30","2022-08-09 12:25:39","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:39","2022-08-16 21:56:45"
"268","747","2","2079-04-24","2079-04-30","2022-08-09 12:25:39","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:39","2022-08-16 21:46:50"
"269","746","2","2079-04-24","2079-04-30","2022-08-09 12:25:40","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:40","2022-08-16 21:48:05"
"271","742","2","2079-04-24","2079-04-30","2022-08-09 12:25:42","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:42","2022-08-16 21:46:57"
"272","731","2","2079-04-24","2079-04-30","2022-08-09 12:25:42","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:42","2022-08-16 21:48:11"
"273","729","2","2079-04-24","2079-04-30","2022-08-09 12:25:42","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:42","2022-08-16 21:47:25"
"274","695","2","2079-04-24","2079-05-08","2022-08-09 12:25:43","2022-08-24 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:43","2022-08-25 21:31:47"
"275","599","2","2079-04-24","2079-04-23","2022-08-09 12:25:45","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:45","2022-08-09 21:42:13"
"276","527","2","2079-04-24","2079-06-01","2022-08-09 12:25:45","2022-09-17 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:45","2022-09-18 20:14:28"
"277","513","2","2079-04-24","2079-06-23","2022-08-09 12:25:46","2022-10-09 12:25:46",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:46","2022-08-09 18:10:46"
"278","512","2","2079-04-24","2079-06-23","2022-08-09 12:25:46","2022-10-09 12:25:46",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:46","2022-08-09 18:10:46"
"279","328","2","2079-04-24","2079-06-23","2022-08-09 12:25:47","2022-10-09 12:25:47",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:47","2022-08-09 18:10:47"
"280","325","2","2079-04-24","2079-05-08","2022-08-09 12:25:47","2022-08-24 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:47","2022-08-25 18:06:02"
"281","272","2","2079-04-24","2079-06-23","2022-08-09 12:25:49","2022-10-09 12:25:49",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:49","2022-08-09 18:10:49"
"282","257","2","2079-04-24","2079-06-23","2022-08-09 12:25:49","2022-10-09 12:25:49",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:49","2022-08-09 18:10:49"
"283","207","2","2079-04-24","2079-06-23","2022-08-09 12:25:50","2022-10-09 12:25:50",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:50","2022-08-09 18:10:50"
"284","206","2","2079-04-24","2079-06-23","2022-08-09 12:25:51","2022-10-09 12:25:51",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:51","2022-08-09 18:10:51"
"285","194","2","2079-04-24","2079-06-23","2022-08-09","2022-10-09","61","call",NULL,"NCC Training","Janak Bhatt","2022-08-09 18:10:53","2022-09-05 19:18:25"
"286","173","2","2079-04-24","2079-06-23","2022-08-09 12:25:53","2022-10-09 12:25:53",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:53","2022-08-09 18:10:53"
"287","162","2","2079-04-24","2079-06-23","2022-08-09 12:25:58","2022-10-09 12:25:58",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:58","2022-08-09 18:10:58"
"288","761","2","2079-04-24","2079-04-25","2022-08-09 12:25:59","2022-08-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:10:59","2022-08-11 21:41:12"
"289","758","2","2079-04-24","2079-04-28","2022-08-09 12:26:00","2022-08-13 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:00","2022-08-15 00:01:01"
"290","757","2","2079-04-24","2079-04-23","2022-08-09 12:26:01","2022-08-08 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:01","2022-08-09 20:59:47"
"291","756","2","2079-04-24","2079-04-30","2022-08-09 12:26:02","2022-08-15 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:02","2022-08-16 21:47:08"
"292","697","2","2079-04-24","2079-05-07","2022-08-09 12:26:03","2022-08-23 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:03","2022-08-24 19:45:16"
"293","696","2","2079-04-24","2079-06-23","2022-08-09 12:26:04","2022-10-09 12:26:04",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:04","2022-08-09 18:11:04"
"294","691","2","2079-04-24","2079-05-07","2022-08-09 12:26:05","2022-08-23 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:05","2022-08-24 19:45:59"
"295","682","2","2079-04-24","2079-06-23","2022-08-09 12:26:08","2022-10-09 12:26:08",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:08","2022-08-09 18:11:08"
"296","500","2","2079-04-24","2079-06-01","2022-08-09 12:26:12","2022-09-17 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:12","2022-09-18 20:13:31"
"297","479","2","2079-04-24","2079-04-31","2022-08-09 12:26:12","2022-08-16 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:12","2022-08-17 20:19:31"
"298","475","2","2079-04-24","2079-05-18","2022-08-09","2022-09-03","25","none",NULL,"unknown","Janak Bhatt","2022-08-09 18:11:13","2022-09-04 20:41:37"
"299","303","2","2079-04-24","2079-06-23","2022-08-09 12:26:14","2022-10-09 12:26:14",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:14","2022-08-09 18:11:14"
"300","269","2","2079-04-24","2079-06-23","2022-08-09 12:26:15","2022-10-09 12:26:15",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:15","2022-08-09 18:11:15"
"301","169","2","2079-04-24","2079-06-23","2022-08-09 12:26:16","2022-10-09 12:26:16",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:16","2022-08-09 18:11:16"
"302","755","2","2079-04-24","2079-05-03","2022-08-09","2022-08-19","9","none",NULL,"Important kam x gharma","Janak Bhatt","2022-08-09 18:11:17","2022-08-17 18:50:11"
"303","735","2","2079-04-24","2079-05-07","2022-08-09 12:26:18","2022-08-23 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:18","2022-08-24 20:01:02"
"304","698","2","2079-04-24","2079-05-07","2022-08-09 12:26:19","2022-08-23 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-09 18:11:19","2022-08-24 19:47:39"
