"id","student_name_id","particular","pay_amount","pay_date","discount","due_amount","valid","followup","remarks","payment_method","received_by","user_id","status","created_at","updated_at"
"197","159","Reg Fee","500","2079-01-25","0","6000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-09 08:14:21","2022-05-24 01:50:19"
"198","161","Reg Fee","500","2079-01-25","0","6000","2079-03-15",NULL,NULL,"cash","IT Zone","2","due","2022-05-09 08:58:40","2022-05-22 21:41:41"
"199","160","Reg Fee","500","2079-01-25",NULL,"6000","2079-02-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-09 08:59:25","2022-05-09 08:59:25"
"200","162","Reg Fee","500","2079-01-25","0","2000","2079-03-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-09 09:19:56","2022-05-25 03:42:56"
"201","48","Course Fee","5500","2079-01-26","2000","500","2079-04-05",NULL,NULL,"cash","IT Zone","2","due","2022-05-09 21:13:22","2022-07-12 21:36:29"
"202","47","Course Fee","2000","2079-01-26",NULL,"1000","2079-02-26",NULL,NULL,"cash","IT Zone","2","due","2022-05-09 21:14:21","2022-05-09 21:14:21"
"203","169","Course Fee","2500","2078-11-29","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 04:43:57","2022-05-10 04:43:57"
"204","168","Course Fee","2500","2078-11-29","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 04:45:04","2022-05-10 04:45:04"
"205","167","Course Fee","2000","2078-11-29","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 04:47:38","2022-05-10 04:47:38"
"206","170","Course Fee","6500","2078-12-16","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 04:58:37","2022-05-10 04:58:37"
"207","172","Course Fee","2500","2078-12-13","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 05:17:04","2022-05-10 05:17:04"
"208","173","Course Fee","6500","2078-12-02","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 05:35:15","2022-05-10 05:35:15"
"209","166","Course Fee","500","2079-01-26","0","2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-10 06:02:44","2022-05-21 00:41:06"
"210","174","Course Fee","500","2079-01-26","0","2000","2079-02-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-10 06:03:50","2022-05-10 06:03:50"
"211","175","Course Fee","8500","2078-11-29","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 06:22:24","2022-05-10 06:22:24"
"212","176","Course Fee","6500","2078-12-24","2000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-10 06:33:03","2022-05-10 06:33:03"
"214","177","Course Fee","5500","2078-12-22","0","5000","2079-02-10",NULL,NULL,"cash","IT Zone","2","due","2022-05-10 23:57:12","2022-05-21 02:20:09"
"215","178","Course Fee","500","2078-12-06","0","2000","2079-02-08",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 00:10:01","2022-05-21 03:13:19"
"216","179","Course Fee","500","2078-12-06","0","2000","2079-02-25",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 00:20:35","2022-05-21 03:29:44"
"217","180","Course Fee","5000","2078-12-24","1000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 00:32:09","2022-05-11 00:32:09"
"218","182","Course Fee","500","2078-12-15","0","2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 01:47:26","2022-05-24 22:50:12"
"219","183","Course Fee","2500","2078-12-14","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 01:55:41","2022-05-11 01:55:41"
"220","185","Course Fee","2500","2078-12-16","500","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 02:47:18","2022-05-11 02:47:18"
"221","186","Course Fee","5000","2078-12-20","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 03:05:46","2022-05-21 05:08:20"
"222","187","Course Fee","5000","2079-01-19","1000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 03:15:44","2022-05-11 03:15:44"
"223","188","Course Fee","5000","2079-01-19","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 03:23:44","2022-05-21 05:38:47"
"224","189","Course Fee","500","2078-12-22","0","2000","2079-03-01",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 03:33:00","2022-05-21 02:30:52"
"225","190","Course Fee","500","2078-12-23","0","2000","2079-02-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 03:40:50","2022-05-11 03:40:50"
"226","191","Course Fee","500","2078-12-24","0","2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 03:48:58","2022-05-25 21:19:40"
"227","192","Course Fee","0","2079-01-05","0","2500","2079-02-12",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 03:59:50","2022-05-21 03:08:02"
"228","95","Course Fee","5500","2079-01-27","2500","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 04:41:43","2022-05-11 04:41:43"
"229","193","Course Fee","1500","2079-01-11","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 05:06:14","2022-05-11 05:06:14"
"230","194","Course Fee","5000","2079-01-08","0","8500","2079-05-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 05:17:47","2022-05-21 03:10:58"
"231","157","Course Fee","3000","2079-01-27","0","3000","2079-02-08",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 05:35:52","2022-05-24 01:07:41"
"232","195","Course Fee","500","2079-01-11","0","4500","2079-02-08",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 06:01:21","2022-05-21 05:34:31"
"233","196","Course Fee","4500","2079-01-11","0","6000","2079-02-26",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 06:25:40","2022-06-04 07:56:34"
"234","198","Course Fee","500","2079-01-14","0","8000","2079-03-27",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 06:45:48","2022-07-02 03:47:06"
"235","174","Course Fee","2000","2079-01-27",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-11 07:39:58","2022-05-11 07:39:58"
"236","199","Course Fee","500","2079-01-27",NULL,"2000","2079-02-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 07:46:46","2022-05-11 07:46:46"
"237","200","Course Fee","500","2079-01-27","0","2000","2079-02-13",NULL,NULL,"cash","IT Zone","2","due","2022-05-11 08:04:20","2022-05-26 05:15:07"
"238","56","Course Fee","9000","2078-12-24","2000","0","9999-99-99",NULL,"OTP","cash","IT Zone","2","complete","2022-05-17 20:50:15","2022-05-17 20:50:15"
"239","82","Course Fee","6500","2078-12-14",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-17 21:01:46","2022-05-17 21:01:46"
"240","112","Course Fee","2500","2078-12-15",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-17 21:04:10","2022-05-17 21:04:10"
"241","199","Course Fee","500","2079-01-27","0","1500","2079-02-25",NULL,NULL,"cash","IT Zone","2","due","2022-05-17 21:32:06","2022-05-20 22:23:01"
"242","50","Course Fee","2000","2079-01-13",NULL,"8000","2079-02-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-17 22:27:21","2022-05-17 22:27:21"
"243","50","Course Fee","3000","2079-02-03",NULL,"5000","2079-03-07",NULL,NULL,"cash","IT Zone","2","due","2022-05-17 22:28:57","2022-06-20 22:14:12"
"244","201","Course Fee","500","2079-02-03","0","2000","2079-02-10",NULL,NULL,"cash","IT Zone","2","due","2022-05-17 23:13:34","2022-05-23 21:37:27"
"247","203","Course Fee","15000","2079-01-15","5000","500","2079-02-10",NULL,"OTP","cash","IT Zone","2","due","2022-05-18 00:48:38","2022-05-18 00:48:38"
"248","204","Course Fee","500","2079-01-15",NULL,"2000","2079-02-11",NULL,NULL,"cash","IT Zone","2","due","2022-05-18 00:50:09","2022-05-24 05:47:25"
"249","205","Course Fee","500","2079-01-16","4000","6000","2079-02-15",NULL,NULL,"cash","IT Zone","2","due","2022-05-18 01:28:55","2022-05-21 03:24:13"
"250","206","Course Fee","1500","2079-01-18","500","10000","2079-07-22",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-05-18 01:43:19","2022-11-08 21:33:26"
"251","207","Course Fee","500","2079-01-18","0","2000","2079-02-30",NULL,NULL,"cash","IT Zone","2","due","2022-05-18 01:54:06","2022-06-02 04:12:25"
"252","208","Course Fee","5000","2079-01-09",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-18 02:07:01","2022-05-18 02:07:01"
"253","209","Course Fee","500","2079-01-21","0","2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-18 02:14:27","2022-05-27 20:54:48"
"254","210","Course Fee","500","2079-01-23","0","8000","2079-02-15",NULL,NULL,"cash","IT Zone","2","due","2022-05-18 02:43:54","2022-05-21 03:31:42"
"255","202","Course Fee","500","2079-02-03","0","6000","2079-02-10",NULL,NULL,"cash","IT Zone","2","due","2022-05-18 03:15:30","2022-05-23 22:00:39"
"256","211","Course Fee","2500","2079-02-03","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-18 03:23:19","2022-05-18 03:23:19"
"257","212","Course Fee","2500","2078-11-18",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-18 04:05:26","2022-05-18 04:05:26"
"258","213","Course Fee","12000","2078-11-11","5000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-18 04:15:00","2022-05-18 04:15:00"
"261","96","Course Fee","1000","2079-02-03","0","7000","2079-03-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-18 05:52:50","2022-05-18 05:52:50"
"262","16","Course Fee","1000","2079-01-29","500","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-18 07:30:52","2022-05-18 07:30:52"
"263","43","Course Fee","4500","2079-12-25","1500","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-18 21:49:40","2022-05-18 21:49:40"
"264","59","Course Fee","3000","2079-02-04",NULL,"7000","2079-03-25",NULL,NULL,"cash","Janak Bhatt","2","due","2022-05-18 22:17:20","2022-05-18 22:17:20"
"265","164","Course Fee","2000","2079-02-04","0","500","2079-02-15",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 04:45:14","2022-05-20 22:46:57"
"266","137","Course Fee","2000","2078-12-06","0","500","2079-01-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 05:07:23","2022-05-20 00:27:20"
"267","138","Course Fee","2000","2078-12-06","0","500","2079-01-03",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 05:19:43","2022-05-20 00:25:32"
"268","224","Course Fee","2000","2079-02-04","0","500","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 05:50:19","2022-05-27 04:38:14"
"269","63","Course Fee","1000","2079-02-04",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-19 06:40:31","2022-05-19 06:40:31"
"270","219","Course Fee","500","2079-02-04",NULL,"6000","2079-02-17",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 07:14:06","2022-05-30 21:52:53"
"271","218","Course Fee","500","2079-02-04",NULL,"6000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 07:17:39","2022-05-27 20:53:32"
"272","217","Course Fee","500","2079-02-04",NULL,"6000","2079-02-20",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 07:20:11","2022-05-31 00:48:41"
"273","216","Course Fee","500","2079-02-04","0","6000","2079-02-20",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 07:21:17","2022-05-27 23:41:46"
"274","215","Course Fee","500","2079-02-04","0","6000","2079-02-20",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 07:22:22","2022-05-27 23:42:34"
"275","220","Course Fee","500","2079-02-04","0","2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 07:23:29","2022-05-31 20:55:21"
"276","64","Course Fee","3500","2079-02-04",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-19 07:26:07","2022-05-19 07:26:07"
"277","225","Course Fee","500","2079-02-04",NULL,"2000","2079-02-10",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 07:27:56","2022-05-19 07:27:56"
"278","150","Course Fee","6000","2079-02-04","0","0","9999-99-99",NULL,"Web designing padhna baki x","cash","IT Zone","2","complete","2022-05-19 07:33:58","2022-09-08 22:08:27"
"279","222","Course Fee","500","2079-02-04","0","2000","2079-02-16",NULL,NULL,"cash","Janak Sir","2","due","2022-05-19 07:41:07","2022-05-26 21:22:11"
"280","223","Course Fee","500","2079-02-04","0","6000","2079-02-17",NULL,"Janak Sir","cash","IT Zone","2","due","2022-05-19 07:42:35","2022-05-30 21:53:11"
"281","25","Course Fee","0","2079-02-04","500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-05-19 20:21:42","2022-05-19 20:21:42"
"282","153","Course Fee","6000","2079-01-20",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-19 23:18:30","2022-05-19 23:18:30"
"283","227","Course Fee","500","2079-02-05",NULL,"6000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-19 23:49:16","2022-05-27 20:54:00"
"284","228","Course Fee","500","2079-02-05","0","2000","2079-02-14",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 00:09:25","2022-05-26 21:13:48"
"285","138","Course Fee","500","2079-02-05",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-20 00:25:48","2022-05-20 00:25:48"
"286","137","Course Fee","500","2079-02-05",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-20 00:27:42","2022-05-20 00:27:42"
"287","31","Course Fee","1000","2079-02-05",NULL,"7000","2079-03-04",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 00:33:27","2022-05-20 00:33:27"
"288","229","Course Fee","500","2079-02-05",NULL,"2000","2079-02-13",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 00:48:15","2022-05-26 21:51:20"
"289","230","Course Fee","500","2079-02-05","0","2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 04:56:04","2022-05-27 04:38:48"
"290","231","Course Fee","500","2079-02-05",NULL,"6000","2079-04-11",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 05:06:38","2022-06-02 04:19:59"
"291","233","Course Fee","500","2079-02-05","0","2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 06:12:23","2022-05-27 05:13:00"
"292","232","Course Fee","500","2079-02-05",NULL,"2000","2079-02-13",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 06:13:22","2022-05-26 06:52:54"
"293","143","Course Fee","3000","2079-02-05",NULL,"3000","2079-02-08",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 08:57:27","2022-05-20 08:57:27"
"294","234","Course Fee","500","2079-02-06",NULL,"6000","2079-02-12",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 23:01:29","2022-05-20 23:01:29"
"295","235","Course Fee","500","2079-02-06","500","5500","2079-02-12",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 23:15:38","2022-05-20 23:15:38"
"296","91","Course Fee","1000","2079-02-04",NULL,"7000","2079-05-10",NULL,NULL,"cash","IT Zone","2","due","2022-05-20 23:50:00","2022-07-14 19:42:22"
"297","160","Course Fee","4500","2079-02-06","1500","0","2079-02-12",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 00:40:04","2022-05-26 20:38:36"
"298","119","Course Fee","6500","2079-02-06","2000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 00:55:15","2022-05-21 00:55:15"
"299","226","Course Fee","500","2079-02-05",NULL,"2000","2079-02-16",NULL,NULL,"cash","IT Zone","2","due","2022-05-21 01:36:09","2022-05-26 21:22:53"
"300","239","Course Fee","6500","2079-02-05","2000","0","9999-99-99",NULL,"OTP","cash","IT Zone","2","complete","2022-05-21 02:38:22","2022-05-21 04:56:48"
"301","240","Course Fee","2500","2078-11-11",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 02:59:47","2022-05-21 02:59:47"
"302","190","Course Fee","0","2079-02-05","2000","0","9999-99-99",NULL,"mahakali samachar kendra ko bill milan vayo paisa din baki thiyo","cash","IT Zone","2","complete","2022-05-21 03:02:29","2022-06-20 22:57:19"
"303","241","Course Fee","10000","2078-01-10","0","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 03:08:04","2022-09-14 16:09:53"
"304","242","Course Fee","2500","2078-11-23",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 03:28:15","2022-05-21 03:28:15"
"305","243","Course Fee","6500","2078-11-18","2000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 03:36:27","2022-05-21 03:36:27"
"306","244","Course Fee","2500","2078-11-30",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 03:45:56","2022-05-21 03:45:56"
"307","245","Course Fee","5500","2078-12-10","0","5000","2079-02-11",NULL,NULL,"cash","IT Zone","2","due","2022-05-21 04:11:24","2022-05-24 00:59:32"
"308","246","Course Fee","4000","2078-11-25",NULL,"6500","2079-02-11",NULL,NULL,"cash","IT Zone","2","due","2022-05-21 04:20:04","2022-05-24 01:01:54"
"309","247","Course Fee","3900","2078-11-11",NULL,"6600","2079-02-11",NULL,NULL,"cash","IT Zone","2","due","2022-05-21 04:33:03","2022-05-24 01:02:03"
"311","139","Course Fee","1000","2079-02-06","1000","0","2079-02-09",NULL,NULL,"cash","IT Zone","2","complete","2022-05-21 07:06:03","2022-07-03 01:26:08"
"312","24","Course Fee","1300","2079-02-08",NULL,"7800","2079-03-14",NULL,NULL,"cash","Janak Bhatt","2","due","2022-05-22 21:57:25","2022-06-22 05:43:09"
"313","62","Course Fee","4000","2079-02-08","0","6000","2079-04-01",NULL,NULL,"cash","IT Zone","2","due","2022-05-22 22:00:26","2022-06-30 22:12:37"
"314","61","Course Fee","4000","2079-02-08","0","6000","2079-05-10",NULL,NULL,"cash","Janak Bhatt","2","due","2022-05-22 22:43:02","2022-08-18 15:38:58"
"315","249","Course Fee","6500","2077-09-21","12000","0","9999-99-99",NULL,"Paid earlier","cash","IT Zone","2","complete","2022-05-22 23:30:10","2022-05-22 23:30:58"
"316","250","Course Fee","500","2079-02-08","0","2000","2079-02-22",NULL,NULL,"cash","IT Zone","2","due","2022-05-22 23:50:16","2022-06-01 07:39:25"
"318","252","Course Fee","7000","2078-11-01","7000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-23 00:34:13","2022-05-23 00:34:13"
"319","253","Course Fee","1000","2078-10-28","1000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-23 00:46:03","2022-05-23 00:46:03"
"320","254","Course Fee","1000","2078-11-01","1000","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-23 00:56:38","2022-05-23 00:56:38"
"321","255","Course Fee","2500","2078-11-01","500","0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-23 01:09:40","2022-05-23 01:09:40"
"322","256","Course Fee","0","2078-09-21","0","2500","2079-03-01",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 01:46:48","2022-07-04 02:25:52"
"323","257","Course Fee","3000","2078-11-08","1500","4000","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-23 02:12:09","2022-07-14 23:31:28"
"324","258","Course Fee","2500","2078-07-07",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-05-23 02:22:43","2022-05-23 02:22:43"
"325","259","Course Fee","1000","2078-11-08","0","2000","2079-03-10",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 02:58:12","2022-05-25 03:31:38"
"326","260","Course Fee","500","2079-02-08","0","2000","2079-02-15",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 03:22:06","2022-05-23 03:22:06"
"327","261","Course Fee","3500","2078-07-23",NULL,"1500","2079-02-08",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 03:37:53","2022-05-23 03:37:53"
"329","262","Course Fee","1000","2078-07-14","0","11000","2078-07-11",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 04:44:36","2022-05-23 04:44:36"
"330","262","Course Fee","2000","2078-11-22",NULL,"9000","2078-11-20",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 04:45:25","2022-05-23 04:45:25"
"331","262","Course Fee","3000","2078-12-30","0","6000","2078-11-22",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 04:46:25","2022-05-23 04:46:25"
"332","262","Course Fee","1000","2079-02-08","0","5000","2079-03-31",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 04:47:08","2022-07-08 05:20:23"
"333","264","Course Fee","2500","2078-07-25","0","3500","2079-03-05",NULL,NULL,"cash","IT Zone","2","due","2022-05-23 05:37:40","2022-05-24 22:55:01"
